src,tgt
"Tình hình Ukraine đang là điểm nóng trên bàn hội nghị của các cường quốc phương Tây ,  đặc biệt là sau khi cả hai phe tham chiến ở miền đông Ukraine bị tố chiêu mộ cả trẻ vị thành niên vào các vị trí chiến đấu . Sự kiện :",乌克兰的局势是西方大国会议桌上的热点，尤其是在乌克兰东部战争的两面都被指控在战场上犯有青少年。
"Ukraine quyết  ’ đoạn tuyệt ’  với nước Nga ,  Nga sẽ không xóa nợ cho Ukraine ,  Kiev lên kế hoạch vu oan cho miền đông Ukraine .  .  .  là những tin tức về tình hình Ukraine mới nhất cập nhật ngày 17/5/2015 .  Sự kiện :",乌克兰决定，俄罗斯与俄罗斯的“大段落”不会删除乌克兰的债务，基辅计划毁了乌克兰东部的乌克兰……有关乌克兰最新情况最新情况的新闻，2015年5月17日更新。事件：
"Chia sẻ về vai diễn mới của mình ,  Hari Won cho biết :   “ Trước giờ Hari toàn đóng các nhân vật xinh xắn ,  dễ thương ,  nói chung là đàn bà ,  và lần này Hari rất khác biệt so với những nhân vật trước ,  rất đàn ông ,  cá tính ,  hung dữ ,  mạnh mẽ ”  . Sự kiện :",Hari Won分享了他的新角色时说：“ Hari充满了可爱，可爱的角色，通常是女性，而这次Hari与以前的角色非常不同，非常非常男人，个性，凶猛，强大”。
"Theo những tin tức mới nhất về máy bay mất tích MH370 ,  gia đình nạn nhân MH370 đã an ủi và đề nghị tư vấn cho thân nhân nạn nhân thảm kịch máy bay Malaysia MH17 rơi .  Tuy nhiên ,  họ cũng cho rằng ít nhất xác nạn nhân MH17 còn có thể tìm thấy và được đưa về nước ,  trong khi những gì xảy ra với MH370 đến giờ vẫn còn là điều bí ẩn . Sự kiện :",根据有关失踪飞机MH370的最新消息，受害者MH370的家人感到安慰，并要求向马来西亚MH17飞机悲剧的受害者提供建议。但是，他们还认为，至少MH17受害者的身体可以找到并被带回家，而MH370发生的事情仍然是一个谜。
"Giá vàng hôm nay ngày 24/1/2015 đã giảm sau 3 tuần phục hồi liên tiếp ,  xuống mức 1 . 292 , 6 USD/ounce như dự đoán trước đó rằng chính mức lạm phát thấp và tỉ lệ lãi suất cao hơn của Mỹ sẽ khiến giá vàng tiếp tục giảm trong năm 2015 .  Sự kiện :","今天1月24日的黄金价格连续3周后下降，至1,292.6美元/盎司，这是先前预测的，低通货膨胀和较高的美国利率将使2015年的黄金价格持续下降。事件：事件：事件："
"Dự báo và nhận định về diễn biến của thị trường chứng khoán ngày 26/9 ,  nhiều khả năng thị trường chứng khoán BVSC sẽ tiếp tục điều chỉnh trong các phiên sắp tới .",预测和评论了9月26日股市的发展，BVSC股市可能会继续在即将举行的会议上进行调整。
"Chuyên gia kinh tế Cấn Văn Lực nhấn mạnh cải cách thủ tục hành chính khuyến khích đổi mới ,  sáng tạo và tăng năng suất lao động ,  năng lực cạnh tranh cho doanh nghiệp; giải phóng nguồn lực cho người dân và doanh nghiệp; tạo môi trường đầu tư kinh doanh lành mạnh ,  hiệu quả…",经济专家范·卢克（Van Luc）可以强调行政程序的改革，以鼓励创新，创造力并提高劳动生产力和企业的竞争力；解放人和企业的资源；创建健康，有效的商业投资环境...
"Bưởi vàng óng Trung Quốc có đặc điểm quả to ,  màu vàng óng thường được bọc trong một lớp nilon mỏng .  Bưởi vàng óng Trung Quốc được bán nhiều tại thị trường Hà Nội với mức giá dao động khoảng 30 . 000 đồng một quả .","中国的金葡萄柚具有大型黄色的特征，通常包裹在薄薄的塑料中。中国黄金葡萄柚在河内市场出售，价格从每种水果30,000 vnd不等。"
"Nhằm hạn chế phát thải các khí độc hại gây ô nhiễm ở Việt Nam ,  Thủ tướng Chính phủ đã ban hành Quyết định số 49/2011/QĐ-TTg ngày 01 tháng 09 năm 2011 .",为了限制导致越南污染的有毒气体的排放，总理发布了日期为2011年9月1日的49/QD-TTG裁决。
Hàng trăm khách hàng lên tiếng khen ngợi điện máy Nguyễn Kim sau khi đơn vị này cho phép khách hàng được thu đổi sản phẩm tivi Asanzo .,在此单元之后，数百名客户称赞Nguyen Kim的电子产品允许客户交换Asanzo电视产品。
"Sau thành công của Hậu duệ mặt trời , cặp đôi Song Joong Ki và Song Hye Kyo ngày càng trở nên nổi tiếng .  Sự kiện :",在太阳后代成功之后，这对夫妇的歌曲Joong Ki和Song Hye Kyo变得越来越出名。事件：
"Những bức tranh thêu tay Ấn Độ tinh xảo được nhiều người ưa chuộng mua về trang trí ,  bất chấp giá có thể lên tới hàng trăm triệu đồng/bức .",精致的印度手工刺绣绘画在许多人购买装饰中很受欢迎，尽管价格可以达到数亿美元/图片。
"Sau khi ô tô Honda CRV giảm giá 200 triệu ,  đến Toyota Vios giảm tiếp 70 triệu đồng ,  người dùng Việt đang rủ nhau  “ hãm mua ”  ,  tránh lỗ vốn . Sự kiện :",在本田CRV汽车（The Honda CRV）折价2亿辆（Toyota Vios）降低了7000万面vnd之后，越南用户互相邀请彼此“购买”，避免损失资本损失。
"Sự thật kinh hoàng về rau an toàn bán ở các siêu thị Hà Nội đang khiến dư luận không khỏi hoang mang về chất lượng của rau nói riêng cũng như thực phẩm nói chung ,  đặc biệt trong thời điểm lượng thực phẩm được tiêu dùng mạnh vào dịp Tết .",关于河内超市出售的安全蔬菜的可怕真相使公众对蔬菜的质量以及一般食物的质量感到困惑，尤其是在大量食物时，大量消耗了食物。
"Theo các chuyên gia sức khoẻ sinh sản ,  trong quá trình mang thai phụ nữ nên ăn các món canh bổ dưỡng mẹ bầu để tăng cường dưỡng chất .",根据生殖健康专家的说法，在怀孕期间，妇女应该吃营养的母亲以增强营养。
Bé Yến Nhi đã  ’ lột xác ’  nhờ sự quan tâm của tiểu thư 9X và cộng đồng .  Đó chỉ là một trong các ví dụ điển hình liên quan đến suy dinh dưỡng ở Việt Nam .,日元nhi凭借9倍女士和社区的关注而“改变了”。它只是越南与营养不良有关的典型例子之一。
Bào ngư tất nhiên không phải là món ăn phổ biến bởi nó có giá khá đắt đỏ .  Có loại bào ngư giá lên đến 15 triệu đồng/kg . Sự kiện :,当然，当然，这不是一个受欢迎的菜，因为它非常昂贵。有一种鲍鱼价格高达1500万张/公斤。
Các tiêu chuẩn thân thiện với người cao tuổi có thể giúp đáp ứng những thách thức của xã hội già hóa vừa được cập nhật .,与老年人的友好标准可以帮助应对新更新的衰老社会的挑战。
"Cục quản lí và giám sát Thực phẩm Trung Quốc mới đây đã kiểm tra và phát hiện sản phẩm bột hạt tiêu nước này bị nhiễm chì vượt quá tiêu chuẩn cho phép ,  gây ảnh hưởng nghiêm trọng đến sức khỏe người dùng .",中国食品管理和监测部门最近检查并发现这种水胡椒粉被超出允许标准的铅污染，严重影响了用户的健康状况。
"Dưới đây là danh sách những nữ vận động viên giàu nhất năm 2014 .  Họ đều là những vận động viên vô cùng tài giỏi ,  sở hữu khối tài sản kếch sù và được mọi người mến mộ .",以下是2014年最富有的女运动员的清单。他们都是非常有才华的运动员，拥有资产感并受到所有人的钦佩。
"Một phụ nữ trú tại huyện Phú Tân ,  tỉnh An Giang vừa bị lực lượng chức năng khởi tố hình sự để tiếp tục điều tra làm rõ hành vi buôn bán thực phẩm giả .",吉安省的一名居住在富坦区的妇女刚刚受到职能部队的刑事起诉，以继续调查交易假食品的行为。
"Nghiên cứu gần đây của EU cho thấy ,  dâu tây có nguồn gốc tại Trung Quốc nhiều khả năng bị nhiễm khuẩn salmonella và norovirus do nguồn nước tới bị ô nhiễm .",最近的欧盟研究表明，源自中国的草莓可能因污染水源而感染沙门氏菌和诺如病毒。
"Làm trắng răng nha khoa đôi khi có thể gây tổn thương vĩnh viễn cho răng và nướu răng nếu không được làm trắng đúng cách .  Thậm chí ,  một số sản phẩm thuốc làm trắng răng có chứa thành phần natri perborate không tốt .",牙齿美白有时会对牙齿和牙龈造成永久性损害，如果不正确的美白。即使是一些美白产品，也含有不良钠的成分。
"Sau khi chạm mốc cao nhất gần 5 tuần ,  giá vàng hôm nay quay đầu giảm mạnh trước sự tăng giá của đồng đô la và mối lo ngại cuộc chiến thương mại Mỹ - Trung bớt căng thẳng . Sự kiện :",在达到近5周的最高水平之后，今天的黄金价格在美元价格上涨和美国 - 中国贸易战的关注之前急剧变化。
Các nhà khoa học tìm thấy tiềm năng trong thuốc etomoxir ngăn ngừa suy tim sung huyết có thể có tác dụng trong việc điều trị ung thư buồng trứng kháng hóa chất .,科学家发现，依托莫西尔（Etomoxir）预防充血性心力衰竭的潜力可能具有治疗化学耐药性卵巢癌的作用。
Phía sau một cuộc sống như mơ với một khối tài sản khổng lồ của Ngọc Trinh là những câu chuyện dài về tuổi thơ cơ cực và những giọt nước mắt mà cô đã phải trải qua . Sự kiện :,在梦幻般的生活中，有着巨大的ngoc特林（Ngoc Trinh）的命运是关于童年悲惨的童年和她必须经历的眼泪的漫长故事。
"Những con vịt cao su được trang trí giống Ông già Noel ,  người tuyết và các nhân vật quen thuộc của Giáng sinh bị tịch thu do chứa nồng độ cao chất hóa học gây nguy hiểm cho sức khỏe của trẻ em .",橡皮鸭的装饰就像圣诞老人，雪人和熟悉的圣诞节角色一样，由于对儿童健康很危险的化学物质而被没收的圣诞节。
"Ngoài Hội An là một địa điểm du lịch nổi tiếng ,  du lịch Quảng Nam còn có rất nhiều những điều độc đáo ,  hấp dẫn khác mà du khách nên khám phá khi đến mảnh đất này . Sự kiện :",除了Hoi An是一个著名的旅游目的地，Quang Nam旅游还拥有许多其他独特而有吸引力的事物，游客来到这片土地时也应该探索。
"Kết quả thanh tra ,  khảo sát và kiểm tra chất lượng ,  đo lường và ghi nhãn một số hàng hóa trong 6 tháng đầu năm 2020 ,  cơ quan chức năng đã tạm dừng lưu thông hàng trăm mặt hàng vi phạm . Sự kiện :",检查，调查和质量检查，测量和标记某些商品的结果在2020年的前6个月，当局暂时暂停了数百起违法行为的流通。
"Theo bảng xếp hạng mới của Forbes ,  3 tỷ phú Việt Nam mất hơn 2 tỷ USD trong nửa tháng vì Covid-19; riêng Chủ tịch Techcombank Hồ Hùng Anh  “ rớt ”  khỏi danh sách những người giàu nhất thế giới .",根据《福布斯》的新排名，由于Covid-19，有3位越南亿万富翁在半个月内损失了超过20亿美元。特别是，总统Techcombank Ho悬挂了ANH从世界上最富有的人名单中“删除”。
"Tình hình Biển Đông căng thẳng bởi những hành động gây hấn ,  khiêu khích từ phía Trung Quốc đã buộc Mỹ duy trì sự hiện diện trên biển Đông và tăng cường các hoạt động ở khu vực châu Á - Thái Bình Dương . Sự kiện :",来自中国的侵略性和挑衅行动的南中国海张力局势迫使美国在南中国海维持其存在，并加强了亚洲 - 太平洋地区的活动。
Cổ phiếu MPT của CTCP Tập đoàn Trường Tiền bị hủy niêm yết trên sàn chứng khoán do báo cáo tài chính của công ty bị từ chối kiểm toán .,Tien Truong集团股份公司的MPT股票由于被拒绝的公司的财务报表而被授予证券交易所。
"FDA cảnh báo người dân về loại thuốc giảm cân phổ biến có thể làm tăng nguy cơ mắc ung thư ,  khuyến cáo nên xin lời khuyên từ chuyên gia y tế khi sử dụng .",FDA警告人们有关可以增加癌症风险的常见减肥药，并在使用时建议医疗专家的建议。
"Cập nhật kết quả xổ số Vietlott tại kỳ quay số mở thưởng ngày  ,  giải Jackpot 1 của loại hình xổ số Power 6/55 ,  hơn 96 , 7 tỷ đồng đã tìm ra người chơi may mắn trúng thưởng . Sự kiện :",在2018年10月27日的奖品抽奖中，更新Vietlott彩票结果，6/55彩票类型的大奖1，超过967亿台董事发现了一个幸运的球员可以赢得胜利。
